resume_skills,ai_vetted_skills,junior_skills,matched_skills_junior,is_passed,non_experienced_skills,matched_skills_non_experienced,total_resume_skills,total_vetted_skills
"ReactJS, NextJS, TypeScript, JavaScript, HTML, CSS, SASS, React Hooks, Redux, Storybook, Microfrontend, ES6, AWS, Python, Linux, Windows, Git, Bitbucket, Jest, Node.js, Express.js, MongoDB, MySQL, Webpack, Babel, VS Code, Jenkins, JIRA, Postman, Azure Boards, GitHub, REST API, Figma, Vite, Context API, JSON, Ant Design, Data Structures, Algorithms, Problem Solving","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],40,3
"JavaScript, HTML, CSS, ReactJS, PolymerJS, Git, Webpack, NPM, RESTful APIs, Agile Scrum, UX Design, Adobe Tools, Team Collaboration, Requirements Analysis","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],14,3
"Llama, Python, Llama-CPP, Fine-Tuning LLM, Natural Language Processing, MongoDB, SQL, MySQL, PostgreSQL, Firebase, Database Design, Query Optimization, Normalization, Stored Procedures, Triggers, JavaScript, TypeScript, MERN, Next.js, Redux, MVC Architecture, Rest API, Fast API, Scraping","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],24,3
"JavaScript, TypeScript, React, Next.js, Node.js, Express, Java, Python, AWS, Microservices, Service-Oriented Architecture, Micro-frontends, Git, Nginx, Docker, UI/UX, HTML, CSS, Bootstrap, Material-UI, MongoDB, DGraph, MySQL, GraphQL, NoSQL, OOP, API Development, VAPT, Optimization, Integration, Design & Development, Requirements Gathering, Timeline Calculations","React: Senior | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],33,3
"JavaScript, React, React Native, Node.js, TypeScript, PHP, NestJS, AWS, GCP, TypeORM, PostgreSQL, Git, GitHub, Continuous Integration/Continuous Deployment, BigQuery, Datadog, Segment, Sentry, UI/UX Design, Responsive HTML/CSS, Jasmine, Mocha, Chai, Manual Testing, Android, iOS, GraphQL, Firestore, GoLang, Python, MySQL, Firebase, Material-UI, SASS, Angular, Backbone, Selenium WebDriver, Redux","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],38,3
"HTML, CSS, JavaScript, ReactJS, Redux, Bootstrap, Axios, JavaScript (ES6+), VSCode, GitHub","React: Senior | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],10,3
"Next.js, React.js, Node.js, Express.js, Redux, MongoDB, JavaScript, HTML, CSS, TypeScript, C, C++, SQL, Git, Material-UI, Ant Design, Bootstrap, Tailwind CSS","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],18,3
"Java, JavaScript, SQL, C++, React.js, Bootstrap, MySQL, REST APIs, MERN Stack, Git, GitHub, AWS, Postman, Data Structures, Object-Oriented Programming, Operating Systems, Computer Networks","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],17,3
"C, C++, Java, HTML, CSS, JavaScript, Bootstrap, Tailwind, Material UI, React.js, SQL, VS Code, Git, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],14,3
"Python, JavaScript, HTML, CSS, React.js, Node.js, Express.js, MongoDB, MySQL, VS Code, MS Office, Figma, Photoshop, After Effects, Canva","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Junior","['html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,"['react: not experienced', 'javascript: not experienced']","['react: not experienced', 'javascript: not experienced']",15,3
"JavaScript, Python, React, Node.js, Langchain, FastAPI, Express, MongoDB, Prompt Engineering, UI Interfaces, RAG, Full Stack Proficiency, State Management Expertise","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']",['javascript: junior'],FALSE,[],[],13,3
"TypeScript, JavaScript, HTML, CSS, SASS, React.js, Redux, MaterialUI, Styled Components, Webpack, Node.js, Firebase, MongoDB, Git, Responsive Design, Adaptive Design, REST APIs, Agile/Scrum, Collaboration, Problem-solving, Adaptability, Communication, Troubleshooting","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"HTML5, CSS3, JavaScript, C/C++, Python, Java, Git, GitHub, Tailwind CSS, ReactJS, Redux, Zustand, Framer Motion, VS Code, IntelliJ IDEA Ultimate, Figma, Adobe Lightroom, Adobe Premiere Pro, Data Structures and Algorithms, Web Technology","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],20,3
"Python, Django, JavaScript, SQL, HTML, CSS, APIs, RESTful Web Services, Machine Learning, Chrome Developer Tools, Software Testing, Quality Assurance, Troubleshooting, Data Integrity, User Interface Design, User Experience (UX), Responsive Web Design, Front-End Development, Code Design, Clean Coding, Client Communication, Team Collaboration, Code Review, Analytical Skills, Research","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],25,3
"ReactJS, JavaScript, TypeScript, ES6+, REST API, Redux, HTML, CSS, React Native, React Query, GIT, Cypress, Next.js, Refine.js, Ant Design, MUI","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],16,3
"HTML/CSS, JavaScript, React.js, TypeScript, Redux, Zustand, Next.js, Sass, RESTful APIs, React Testing Library, Jest, Ant Design, Material-UI, Tailwind CSS, D3.js, Chart.js, Ag-Grid, GitHub, Git, Postman, Webpack, Parcel, Vite, Azure, AWS, CI/CD, Figma, Agile Methodologies, Teamwork and Collaboration","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],29,3
"HTML, CSS, JavaScript, React, Responsive Design, Git, GitHub, Unit Testing, Agile Methodologies, Flexbox, Grid, Sass, SCSS, Node.js, MySQL, Python, Team Collaboration, Communication, Adaptability, Problem Solving, Data Validation","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],21,3
"Java, Spring Framework, Spring Boot, Spring MVC, Spring Security, Spring Data, Microservices, RESTful APIs, Angular, React, Node.js, HTML5, CSS3, Bootstrap, JavaScript, JQuery, AngularJS, AWS, Azure, EC2, SNS, SQS, SES, Elastic Load Balancers, Elastic Container Service, S3, Elastic Beanstalk, CloudFront, Elastic Filesystem, RDS, DMS, VPC, Route53, CloudWatch, CloudTrail, CloudFormation, IAM, Apache Tomcat, JBoss, Apache Kafka, RabbitMQ, Terraform, Ansible, Jenkins, Cucumber, Docker, Kubernetes, Quay, Artifactory, MySQL, OracleDB, MongoDB, Cassandra, CouchDB, GIT, CVS, Agile, TDD, SOA, SCRUM, Waterfall, Python, Hibernate, Java EE, Spring Cloud, JDBC, JMS, TypeScript, RxJS, SCSS, PostgreSQL, DynamoDB, JUnit, Mockito, Selenium, Jasmine, Karma, Maven, Gradle, CI/CD","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],80,3
"HTML5, CSS3, JavaScript, TypeScript, React, React Native, Next.js, SSR, TailwindCSS, MUI, Bootstrap, Sass, Styled Components, ApexCharts, Redux Toolkit, React Context, Axios, Ajax, Framer Motion, Figma, Adobe Photoshop, SEO, Lighthouse, Server-side rendering, Expo, Firebase, Firestore, Node.js, Express.js, Socket.io, Webhooks, RESTful APIs, Drizzle ORM, MySQL, SQLite, PostgreSQL, MongoDB, Mongoose, JSON Web Tokens, CORS, Endpoint authentication, Authorization, AWS S3, EmailJS, Stripe, Linux VPS Deployment, Nginx, Vercel, Open AI, Git, GitHub, Vite, Webpack, ClickUp, Agile, Hub Staff","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],56,3
"TypeScript, JavaScript, HTML5, CSS3, Material UI, ReactJS, HonoJS, Express, Zod, Tailwind, Redux, JSON Web Token, React Query, NextJS, Tan-Stack Table, PostgreSQL, MongoDB, Redis, Jest, React Testing Library, AWS, Docker, Cloudflare Workers, Supabase, Firebase, Git, Linux, VS Code","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],28,3
"C++, HTML, CSS, JavaScript, React.js, Node.js, VS Code, GitHub, Postman, SQL, Data Structures and Algorithms, Full-Stack Development","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"MySQL, MongoDB, PostgreSQL, AWS, Linux, Windows, macOS, Java, Python, JavaScript, TypeScript, C++, C#, HTML5, CSS3, Git, Docker, REST APIs, Node.js, React, TensorFlow, Jest, Cypress","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"React.js, Next.js, TypeScript, JavaScript, Redux, Node.js, HTML, CSS, RESTful APIs, GraphQL, Tailwind CSS, Material UI, Git, Agile/Scrum, Performance Optimization, Team Leadership","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],16,3
"HTML, CSS, Bootstrap, JavaScript, Redux, Context API, State Management, React.js, Next.js, Node.js, MySQL, MongoDB, JWT, Java, Linux, Git, Postman","React: Junior | JavaScript: Junior | HTML, CSS: Not experienced","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,"['html: not experienced', 'css: not experienced']","['html: not experienced', 'css: not experienced']",17,3
"HTML, CSS, SASS/SCSS, JavaScript, React, React Native, TypeScript, Vue, Git, Cypress, three.js, Potree, React Router, Redux-saga, Material UI, Formik, ArcGIS Pro, Dojo, React-hook-form, Chart.js, Redux Toolkit Query, Styled Components, Docker, Node.js, PHP, Symfony, Paper.js, React-three-fiber, Konva","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],29,3
"JavaScript, TypeScript, React, Next.js, Node.js, Express.js, RESTful APIs, Tailwind CSS, Motion, HTML, CSS, Docker, Kubernetes, GitHub Actions, Git, CI/CD Pipelines, Prisma ORM, PostgreSQL, MongoDB, KiCAD, Fusion 360, KeyShot, Leadership, Communication, Problem-solving, Expectation Management","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],26,3
"HTML, CSS, JavaScript, React, Node.js, Express, SFCC, ISML, JavaScript Controllers, SFRA, UI/UX, GIT, Responsive Web Design, Mobile-First Development, Adaptive Layouts, API Integration, Performance Optimization, Debugging, HTML5, CSS3, ES6, Figma, Photoshop, WordPress, Webflow, JQuery, Bootstrap, PHP, GitHub, NPM, AJAX, JSON, AI APIs, OpenAI, Gemini","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],35,3
"JavaScript, TypeScript, HTML, CSS, Vue.js, Angular, React, Node.js, PHP, MongoDB, MySQL, AWS, Agile, Git, DevOps, Testing, Webpack, Cypress, Jest, Nuxt.js, TailwindCSS, Chart.js, Vitest, PWA, WebRTC, Ant Media Server, HLS Videos, Plyr, Laravel, WordPress, RxJS, Blueprint, Bootstrap, Photoshop, Illustrator, SEO, JQuery, Ubuntu, LAMP, Functional Programming, Haskell, Amazon Lambda, AWS SAM, Firefox Extension, Chrome Extension, Onsen UI, BaaS, Karma, Mocha, Selenium, Jasmine","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],51,3
"Python, HTML, CSS, JavaScript, React, DBMS, SQL, Node.js, MongoDB, Tailwind CSS, Redux Toolkit, Docker, CloudShell, CI/CD, ES6, JSX, HTML5, CSS3, jQuery, Data Structure, MySQL, GIT, GitHub, Express.js, Bootstrap, Sandbox, CodePen, VS Code, Jupyter, Machine Learning","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],30,3
"C, Object-Oriented Programming, JavaScript, ReactJS, Node.js, Express.js, HTML5, CSS3, RESTful API, MongoDB, SQL, Visual Studio Code, Eclipse, Postman, Tomcat, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],16,3
"JavaScript, TypeScript, C++, Python, Java, HTML, CSS, Styled Components, TailwindCSS, Material-UI, Next.js, React.js, Redux, Zustand, Node.js, Express.js, GraphQL, Web3.js, Ethers.js, MySQL, MongoDB, Time Management, Teamwork, Communication, Problem Solving","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],25,3
"HTML, CSS, JavaScript, TypeScript, MongoDB, PostgreSQL, MySQL, Node.js, Express.js, Feather.js, React.js, React-Query, Next.js, Template-engines, Context API, Redis, MVC, Redux, Bootstrap, Tailwind, Material-UI, Ant-design, Angular, Python, DynamoDB, Fastify, React-Native, Electron.js, GraphQL, Microsoft Visual Studio Code, Git, Postman, AWS-EC2, AWS-Amplify, AWS S3, Nginx, PM2, Firebase, GitHub, GitLab, Figma, AWS Lightsail, Digital-Ocean, Bitbucket, Adobe XD, Microservice, Onion, Clean","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],48,3
"JavaScript, CI/CD, Angular, Git, React.js, Bootstrap, Next.js, Ant Design, Vue.js, Material-UI, TypeScript, Tailwind CSS, HTML/CSS, Figma, Ionic, E-commerce, jQuery, Jira, Redux, Agile, Webpack, Scrum, Sass/Scss, SFCC, Google Analytics, Software Development","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],26,3
"Java, JavaScript, HTML, CSS, React.js, Node.js, Express.js, Spring Boot, SQL, MongoDB, OOPS, Data Structures and Algorithms, Operating System, DBMS, VSCode, Eclipse, Git, GitHub, Postman, Collaborative Skills, Creative Thinking, Effective Communication, Cultural Competence, Resilience","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],24,3
"JavaScript, TypeScript, GDScript, C++, React.js, HTML, CSS, Git, Docker, Problem-solving, Teamwork, Communication","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",12,3
"HTML, CSS, JavaScript, C, C++, Python, DSA, MS Excel, MS PowerPoint, MS Word, Git, GitHub, Tailwind CSS, Frontend Development, Canva, Express.js, MongoDB, React, Node.js, Leadership, Teamwork, Entrepreneurship, Management","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"Microsoft Office, HTML5, CSS3, JavaScript, Bootstrap, jQuery","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['javascript: not experienced', 'html: not experienced', 'css: not experienced']",6,3
"React.js, JavaScript, Angular.js, HTML, CSS, Web Forms, Web API, Ether.js, Web3, Agile, Jira, Zoho, RESTful APIs, SQL, Git, GitHub, AWS, Node.js, Ngrx, Rxjs, TypeScript, Socket, Redux, RTK Query, Vite","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],25,3
"HTML, UI, UX, MySQL, CSS, Git, GitHub, Tailwind, Bootstrap, JavaScript, Python, Django, DOM Manipulation, React.js, Agile, Scrum, Technical Leadership","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],17,3
"Java, ReactJS, Spring Boot, MySQL, HTML/CSS, Git, Red Hat Linux, Kubernetes, RESTful APIs","React: Junior | JavaScript: Not experienced | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['react: junior', 'html: junior', 'css: junior']",FALSE,['javascript: not experienced'],[],9,3
"HTML, CSS, JavaScript, Bootstrap, PHP, Java, Hibernate, Spring, MySQL, PostgreSQL, MongoDB, Node.js, React.js, Tailwind CSS, Efficient Communication, Error Detection in Coding, Creative Thinking, Team Player, Planning, Management","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],20,3
"React, Next.js, Node.js, Express.js, Nest.js, Angular, TypeScript, MySQL, Docker, AWS, GCP, Jest, React Testing Library, Git, Systems Design Principles, Agile Methodologies, Software Architecture, Design Patterns, Azure, Jenkins, PHP, Laravel","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],22,3
"JavaScript, Python, TypeScript, HTML5, CSS, SQL, React.js, React Native, Redux.js, Expo, Spring Boot, Spring Framework, Node.js, Amazon Web Services (AWS), Microsoft Azure, Git, Jira, Power BI, Nessus, Metasploit, PostgreSQL, JWT (JSON Web Tokens), Linux, Mac, Windows Servers, Raspberry Pi, Internet of Things (IoT), Software Development Lifecycle, Front-End Development, Back-End Development, Agile Project Management, Cloud-Based Architecture, Vulnerability Assessments & Testing, IT Infrastructure Security & Upgradation, Server Configuration Management, PowerShell Scripting Tools, Troubleshooting & Debugging, Technical Support Solutions, IT Service Improvement, Scalable Software Design","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],40,3
"Data Structures and Algorithms, Operating Systems, Object-Oriented Programming, Computer Networks, Cloud Computing, Software Engineering, Database Management Systems, Java, Web Development, Blockchain, Machine Learning, Python, SQL, C, C++, HTML5, CSS3, React, MongoDB, Express, JavaScript, Node.js, Tailwind CSS, Artificial Intelligence and Machine Learning, Git, GitHub","React: Junior | JavaScript: Not experienced | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['react: junior', 'html: junior', 'css: junior']",FALSE,['javascript: not experienced'],['javascript: not experienced'],26,3
"Core Java, MySQL, HTML, CSS, JavaScript","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],5,3
"Python, R-Studio, Tableau, HTML, JavaScript, CSS, Tailwind CSS, AJAX, JSON, jQuery, React JS, Redux, React Router, XML, SQL Developer, Webpack, Babel, Git, Jest, Enzyme, Docker, Matplotlib, Seaborn, MS Office","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],24,3
"AWS, MySQL, Node.js, React, Redis, TypeScript, JavaScript, Redux, Google Cloud Services","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']",['javascript: junior'],FALSE,[],[],9,3
"HTML5, Tailwind CSS, SASS, React, React Hooks, Redux, Redux Thunk, Redux Saga, Next.js, React Native, Vue.js, JavaScript, TypeScript, ES6, GraphQL, Node.js, Express, NestJS, Java, Spring Boot, Jest, Cucumber, PostgreSQL, Elasticsearch, Linux, Solr, Webpack, Babel, Grunt, Figma, Git, Docker, CI/CD, WebSocket, AWS, Bitbucket, Jenkins","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],TRUE,[],[],37,3
"HTML, CSS, Bootstrap, JavaScript, ReactJS, Microsoft Office Suite, MS Word","React: Not experienced | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,['react: not experienced'],['react: not experienced'],7,3
"HTML, CSS, JavaScript, ReactJS, Vue.js, Nuxt.js, REST API, API Development, API Integration, Bootstrap, Foundation, Node.js, NPM, PHP, Laravel, Git, GTM, Analytics, dataLayer, WordPress, Headless CMS, SCSS, Styled Components","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],23,3
"JavaScript, TypeScript, React.js, Redux, Next.js, Node.js, Express.js, jQuery, HTML5, CSS3, SASS, SCSS, Git, GitHub, Version Control, SQL, PostgreSQL, NoSQL, MongoDB, Mongoose, Tailwind CSS, React-Bootstrap, Bootstrap 5, UX/UI Best Practices, REST, API Integration, Jest, React Testing Library, Cypress, Webpack, CI/CD, Docker, Web Accessibility, WAI-ARIA, Agile, Scrum, Jira, Confluence, Communication, Collaboration","React: Senior | JavaScript: Senior | HTML, CSS: Mid-level",[],[],FALSE,[],[],40,3
"HTML, CSS, JavaScript, TypeScript, Python, SQL, jQuery, React.js, Next.js, Vue.js, Django, Git, GitHub, Docker","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],14,3
"React, Next.js, Angular, Web Components, jQuery, Sass, Bootstrap, JavaScript, TypeScript, Responsive Web Design, Node.js, Express, RESTful APIs, Flutter, Firebase, PHP, Drupal, C#, .NET, PostgreSQL, MySQL, Redis, MongoDB, SOLID Principles, TDD, Google Cloud, AWS, GitLab, GitHub, CI/CD, Selenium, Pytest, Docker, Kubernetes, GKE, Vertex AI","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],36,3
"Core Java, Advanced Java, SQL, React, HTML, CSS, JavaScript, JDBC, Hibernate, Servlets, Spring Framework, HTML5, Responsive Web Design, Form Creation, Form Validation, Multimedia Integration, Dynamic Content Manipulation, Web Accessibility, SEO, RDBMS, DML, DDL, TCL, DCL, Complex Queries, Joins, Agile, Scrum, Sprint Planning, Scrum Meetings, Retrospective Meetings, Product Backlog, Bug Triage, Inheritance, Polymorphism, Abstraction, Object-Oriented Programming, Java Collection Frameworks, Exception Handling, Apache Tomcat, PostgreSQL, CRUD Operations, Real-time Testing, SDLC","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],44,3
"Java, OOP, Core Java, Collections, HTML5, CSS3, Tailwind CSS, Bootstrap, JavaScript, DOM Manipulation, Asynchronous JavaScript, Event Handling, API, React.js, Next.js, MySQL, MongoDB, Python, C/C++, VS Code, Git, Figma, Eclipse","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"JavaScript, TypeScript, HTML, CSS, React, Next.js, Tailwind CSS, Styled Components, Ant Design, Bootstrap, Redux, Redux-Toolkit, React Native, Material-UI, Firebase, Git, VS Code, JIRA, Visual Studio, Angular, Node.js","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],21,3
"JavaScript, React, Vite, Vitest, Three.js, React Three Fiber, Drei, Node.js, Express, Socket.IO, ws, Go, Fiber, GORM, Java, PostgreSQL, MySQL, SQLite, MongoDB, Docker, Bash, Linear, Slack, Jira, GitHub, MS Office, Google Workspace","React: Not experienced | JavaScript: Junior | HTML, CSS: Not experienced",['javascript: junior'],['javascript: junior'],FALSE,"['react: not experienced', 'html: not experienced', 'css: not experienced']",['react: not experienced'],27,3
"HTML5, CSS3, Responsive Design, JavaScript, ES6, TypeScript, React, Redux, Tailwind CSS, Next.js, Node.js, Express.js, MongoDB, Git, GitHub, User Experience Design, Project Management, Quality Assurance, Database Management, Cloud Computing, Web Security, Performance Optimization, System Integration, Data Analysis, Interpersonal Skills, Communication Skills, Problem Solving, Decision Making, Works Well Under Pressure, Strategic Thinking, Planning, Active Listening, Empathy","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],33,3
"JavaScript, TypeScript, HTML, CSS, SASS, ReactJs, ChakraUI, Bootstrap, Tailwind, NextJS, Cordova, NodeJs, Express, PostgreSQL, MongoDB, Git, GitHub, Problem Solving, Communication, Time Management, Adaptability","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],21,3
"ReactJS, NextJS, React Native, Java, C#, JavaScript, TypeScript, Node.js, ASP.NET, Git, Firebase Database, SQL Server, MySQL, SQLite, Windows, Linux, Vue, JQuery, Xamarin Forms, Google Services, Xaml, SQL Server Reporting Services, Xamarin Studio, HTML, CSS, Visual Studio Code, Jira Atlassian, Sourcetree","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],28,3
"HTML, CSS, JavaScript, TypeScript, Python, React, React Router, Vite, TailwindCSS, Node.js, Express, Body-Parser, WebSocket, Bcrypt, AWS, Digital Ocean, SQL, Mongoose, Git, GitHub, Docker, TurboRepo, JWT, Gemini","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],24,3
